FamilyID	Sporothrix_euskadiensis_VPRI43754<1>	Sporothrix_pseudoabietina_VPRI43531<2>	Sporothrix_variecibatus_CBS121961<3>	Sporothrix_protearum_CBS116654<4>	Sporothrix_humicola_CBS118129<5>	Sporothrix_pallida_CBS13156<6>	Sporothrix_mexicana_CBS120341<7>	Sporothrix_brasiliensis_5110<8>	Sporothrix_schenckii_1099<9>	Sporothrix_globosa_CBS120340<10>	Sporothrix_luriei_CBS93772<11>	Sporothrix_phasma_CBS119721<12>	Sporothrix_dimorphospora_CBS55374<13>	Sporothrix_inflata_CBS23968<14>	Sporothrix_bragantina_CBS47491<15>	Sporothrix_curviconia_CBS95973<16>	Sporothrix_thermara_CBS139747MAG<17>	Sporothrix_epigloea_CBS57363<18>	Sporothrix_epigloea_TF4163<19>	Sporothrix_epigloea_CBS119000<20>	Sporothrix_eucalyptigena_CBS139899<21>	Sporothrix_eucalyptigena_CBS140593<22>	Sporothrix_nigrograna_VPRI43755<23>	Ophiostoma_novoulmi_H327<24>	Ophiostoma_ips_VPRI43529<25>	Sporothrix_brunneoviolacea_CBS124561<26>	Ophiostoma_fasciatum_VPRI43845<27>	Sporothrix_insectorum_RCEF264<28>	Leptographium_lundbergii_CBS138716<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>	<54>	<55>	<56>	<57>
GH35	0	0	1	-1	-1	0	0	0	0	1	0	-1	0	2	2	0	-1	0	0	0	0	0	-1	1	0	-1	-2	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	1	0	-1	0	0	0	0	0	0	0	0	1	-2	0	2	0
CE3	0	0	2	0	0	-1	0	0	0	1	0	-1	0	1	1	0	0	0	0	0	1	0	-1	-1	0	2	-1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	-1	0	1	0
AA12	-1	0	0	0	0	0	0	0	0	0	0	-1	0	2	1	1	-1	0	0	0	0	0	-2	0	0	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	-2	0	2	-2
AA1_2	0	0	1	0	0	0	1	1	0	-1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	0	0	0	0	0	0	0	1	0
AA1	1	0	0	1	0	0	1	0	1	1	0	1	-1	0	1	2	1	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	2	0
AA1_3	0	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	1	0	1	-2	0	1	0	1	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	1	0	0	0	0	0	-3	0	1	0
CE8	0	0	1	0	0	0	3	0	0	0	0	0	-1	4	3	0	1	0	0	0	0	1	1	2	-3	5	-1	-3	1	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-4	0	3	0
GH105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	-1	0	1	0
GH28	0	0	3	-2	0	0	4	0	0	0	0	-1	1	0	3	1	0	0	0	0	0	0	-3	1	0	6	-1	0	2	0	0	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0	1	-4	0	4	0
GH78	0	0	4	-4	0	2	0	0	-1	1	-3	-3	1	3	5	0	1	-1	0	-1	0	1	-2	0	-1	2	-2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	-2	0	0	0	4	0	0	0	0	0	-4	0	5	0
PL26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0
PL3_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PL1_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH106	0	0	1	-1	0	0	0	0	0	0	-1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	-1	0	2	-1
CE9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AA2	0	0	0	-1	0	0	1	0	0	0	-1	-1	1	0	0	1	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-2	0	0	0
GH11	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	1	0	-2	0	0	0	0	0	-2	0	-1	1	-2	0	-1	0	0	0	0	0	0	1	0	0	-1	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	1	-1
AA3_3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	-1	0	1	0
AA6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_40	0	0	0	-1	0	0	0	0	1	0	-1	-1	0	0	0	1	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	1	0	0	0	0	1	-1	0	2	-1
GH13_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH16_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0
GH177	0	-1	0	-1	0	1	0	-1	0	0	-2	-2	0	0	1	0	0	0	0	0	0	0	-1	1	-1	-1	-1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	0
GH31_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH51_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0
GH55_2	0	0	1	-1	0	2	0	0	-1	2	-1	-4	0	1	3	1	0	-1	0	-1	1	0	-1	0	-1	4	-1	1	-2	0	2	0	0	0	0	1	0	0	0	0	-1	1	1	0	0	0	0	1	0	0	0	0	1	-2	0	2	-1
GT1	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	1	1	-1	0	0	0	0	0	-1	0	0	3	-1	0	1	0	1	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
GT2	0	0	0	-1	0	0	-1	0	-2	0	0	-1	0	0	1	2	0	0	-1	0	0	0	1	2	-2	-1	1	0	8	0	4	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GT20	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1
GT33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT4	0	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
