#cluster_id	cluster_protein_count	protein_median_count	TAXON_count	attribute	attribute_cluster_type	protein_span_mean	protein_span_sd	all_count	all_median	all_cov
OG0000918	23	1.0	23	all	specific	295.9130434782609	19.016955920345676	23	1.0	1.00
OG0000919	23	1.0	23	all	specific	643.3478260869565	21.1980489168885	23	1.0	1.00
OG0000920	23	1.0	23	all	specific	525.0434782608696	16.72924609353999	23	1.0	1.00
OG0000921	23	1.0	23	all	specific	308.95652173913044	22.57062011220621	23	1.0	1.00
OG0000922	23	1.0	23	all	specific	959.8260869565217	1.0488989636360713	23	1.0	1.00
OG0000923	23	1.0	23	all	specific	540.1304347826087	24.696953425607305	23	1.0	1.00
OG0000924	23	1.0	23	all	specific	539.6521739130435	11.035944023575576	23	1.0	1.00
OG0000925	23	1.0	23	all	specific	311.4347826086956	5.686185295398893	23	1.0	1.00
OG0000926	23	1.0	23	all	specific	488.8695652173913	2.9385643910810098	23	1.0	1.00
OG0000927	23	1.0	23	all	specific	376.0	0.0	23	1.0	1.00
OG0000928	23	1.0	23	all	specific	428.8695652173913	12.336951733383483	23	1.0	1.00
OG0000929	23	1.0	23	all	specific	994.5217391304348	101.70326383767777	23	1.0	1.00
OG0000930	23	1.0	23	all	specific	157.1304347826087	10.931821709940232	23	1.0	1.00
OG0000931	23	1.0	23	all	specific	355.8695652173913	9.289097619982943	23	1.0	1.00
OG0000932	23	1.0	23	all	specific	331.7826086956522	48.02984264495413	23	1.0	1.00
OG0000933	23	1.0	23	all	specific	1230.9130434782608	37.17866737967547	23	1.0	1.00
OG0000934	23	1.0	23	all	specific	1456.608695652174	88.63149853794239	23	1.0	1.00
OG0000935	23	1.0	23	all	specific	553.1304347826087	76.2018511402595	23	1.0	1.00
OG0000936	23	1.0	23	all	specific	509.82608695652175	57.52553472639482	23	1.0	1.00
OG0000937	23	1.0	23	all	specific	325.8695652173913	1.7767666731915257	23	1.0	1.00
OG0000938	23	1.0	23	all	specific	251.65217391304347	5.3210712851763375	23	1.0	1.00
OG0000939	23	1.0	23	all	specific	322.8695652173913	21.222023728082856	23	1.0	1.00
OG0000940	23	1.0	23	all	specific	467.2173913043478	7.488870128624387	23	1.0	1.00
OG0000941	23	1.0	23	all	specific	281.5217391304348	8.096534767188668	23	1.0	1.00
OG0000942	23	1.0	23	all	specific	902.0869565217391	11.274877974769204	23	1.0	1.00
OG0000943	23	1.0	23	all	specific	628.3478260869565	10.833156413658847	23	1.0	1.00
OG0000944	23	1.0	23	all	specific	1103.2608695652175	19.061040145222123	23	1.0	1.00
OG0000945	23	1.0	23	all	specific	420.60869565217394	16.73771874340883	23	1.0	1.00
OG0000946	23	1.0	23	all	specific	464.5217391304348	11.25541247662224	23	1.0	1.00
OG0000947	23	1.0	23	all	specific	655.4782608695652	17.367810217699695	23	1.0	1.00
OG0000948	23	1.0	23	all	specific	643.2173913043479	15.76721011890935	23	1.0	1.00
OG0000949	23	1.0	23	all	specific	267.2173913043478	2.3948590180731157	23	1.0	1.00
OG0000950	23	1.0	23	all	specific	427.4347826086956	4.56666643669596	23	1.0	1.00
OG0000951	23	1.0	23	all	specific	432.1304347826087	9.953388533018542	23	1.0	1.00
OG0000952	23	1.0	23	all	specific	684.0869565217391	7.008771172319418	23	1.0	1.00
OG0000953	23	1.0	23	all	specific	398.60869565217394	33.749382126949385	23	1.0	1.00
OG0000954	23	1.0	23	all	specific	1390.0434782608695	172.8964199244285	23	1.0	1.00
OG0000955	23	1.0	23	all	specific	798.0869565217391	54.752338082677795	23	1.0	1.00
OG0000956	23	1.0	23	all	specific	1518.304347826087	16.350601059577354	23	1.0	1.00
OG0000957	23	1.0	23	all	specific	291.82608695652175	2.7291051872130803	23	1.0	1.00
OG0000958	23	1.0	23	all	specific	1201.608695652174	199.55226821680728	23	1.0	1.00
OG0000959	23	1.0	23	all	specific	751.304347826087	159.12134685382307	23	1.0	1.00
OG0000960	23	1.0	23	all	specific	732.0	12.724505628049402	23	1.0	1.00
OG0000961	23	1.0	23	all	specific	1079.3478260869565	36.2018600238599	23	1.0	1.00
OG0000962	23	1.0	23	all	specific	378.5652173913044	2.039311199923231	23	1.0	1.00
OG0000963	23	1.0	23	all	specific	328.2173913043478	1.1016399529843415	23	1.0	1.00
OG0000964	23	1.0	23	all	specific	438.9130434782609	16.581584975582324	23	1.0	1.00
OG0000965	23	1.0	23	all	specific	414.0	92.29254056248674	23	1.0	1.00
OG0000966	23	1.0	23	all	specific	351.2173913043478	20.246216010897555	23	1.0	1.00
OG0000967	23	1.0	23	all	specific	959.7391304347826	43.25276305957037	23	1.0	1.00
OG0000968	23	1.0	23	all	specific	943.1739130434783	35.06720525916045	23	1.0	1.00
OG0000969	23	1.0	23	all	specific	359.95652173913044	0.20393111999232302	23	1.0	1.00
OG0000970	23	1.0	23	all	specific	877.8695652173913	47.86512240963377	23	1.0	1.00
OG0000971	23	1.0	23	all	specific	1550.4782608695652	267.71981940327703	23	1.0	1.00
OG0000972	23	1.0	23	all	specific	1098.1739130434783	21.68680659618342	23	1.0	1.00
OG0000973	23	1.0	23	all	specific	1003.7826086956521	105.86207454975232	23	1.0	1.00
OG0000974	23	1.0	23	all	specific	224.52173913043478	13.441886401056351	23	1.0	1.00
OG0000975	23	1.0	23	all	specific	436.2173913043478	42.10128214689071	23	1.0	1.00
OG0000976	23	1.0	23	all	specific	981.0	145.60309361261943	23	1.0	1.00
OG0000977	23	1.0	23	all	specific	402.82608695652175	5.506140239792723	23	1.0	1.00
OG0000978	23	1.0	23	all	specific	683.4347826086956	17.003391188503034	23	1.0	1.00
OG0000979	23	1.0	23	all	specific	444.95652173913044	37.25759713700604	23	1.0	1.00
OG0000980	23	1.0	23	all	specific	1054.4782608695652	24.475133015080022	23	1.0	1.00
OG0000981	23	1.0	23	all	specific	720.695652173913	55.220061558166634	23	1.0	1.00
OG0000982	23	1.0	23	all	specific	383.69565217391306	63.97651388535089	23	1.0	1.00
OG0000983	23	1.0	23	all	specific	339.7826086956522	3.283112544113542	23	1.0	1.00
OG0000984	23	1.0	23	all	specific	126.8695652173913	0.611793359976969	23	1.0	1.00
OG0000985	23	1.0	23	all	specific	726.8260869565217	1.605755244575599	23	1.0	1.00
OG0000986	23	1.0	23	all	specific	624.0	4.107257627345929	23	1.0	1.00
OG0000987	23	1.0	23	all	specific	537.695652173913	10.547757983937277	23	1.0	1.00
OG0000988	23	1.0	23	all	specific	553.1739130434783	88.42715113923515	23	1.0	1.00
OG0000989	23	1.0	23	all	specific	1008.3478260869565	74.61181203585731	23	1.0	1.00
OG0000990	23	1.0	23	all	specific	499.82608695652175	5.9245412510942	23	1.0	1.00
OG0000991	23	1.0	23	all	specific	454.30434782608694	10.174284645759133	23	1.0	1.00
OG0000992	23	1.0	23	all	specific	581.0434782608696	17.45672478088643	23	1.0	1.00
OG0000993	23	1.0	23	all	specific	1049.4782608695652	140.3296955047423	23	1.0	1.00
OG0000994	23	1.0	23	all	specific	456.0869565217391	20.336117032379395	23	1.0	1.00
OG0000995	23	1.0	23	all	specific	386.4782608695652	4.6613075718915145	23	1.0	1.00
OG0000996	23	1.0	23	all	specific	843.5652173913044	74.11672702536683	23	1.0	1.00
OG0000997	23	1.0	23	all	specific	347.3478260869565	75.54187361448712	23	1.0	1.00
OG0000998	23	1.0	23	all	specific	486.69565217391306	47.102510578901615	23	1.0	1.00
OG0000999	23	1.0	23	all	specific	238.1304347826087	3.530049240032077	23	1.0	1.00
OG0001000	23	1.0	23	all	specific	291.4347826086956	81.18139971530023	23	1.0	1.00
OG0001001	23	1.0	23	all	specific	903.5652173913044	138.7618623482117	23	1.0	1.00
OG0001002	23	1.0	23	all	specific	271.82608695652175	5.843258277432755	23	1.0	1.00
OG0001003	23	1.0	23	all	specific	511.8695652173913	8.788848407652917	23	1.0	1.00
OG0001004	23	1.0	23	all	specific	729.0	26.12178834013775	23	1.0	1.00
OG0001005	23	1.0	23	all	specific	409.4347826086956	15.477405936330493	23	1.0	1.00
OG0001006	23	1.0	23	all	specific	298.5217391304348	52.75280298773121	23	1.0	1.00
OG0001007	23	1.0	23	all	specific	976.6521739130435	39.877648414872574	23	1.0	1.00
OG0001008	23	1.0	23	all	specific	623.8695652173913	6.602399747035901	23	1.0	1.00
OG0001009	23	1.0	23	all	specific	195.7391304347826	30.46911107463818	23	1.0	1.00
OG0001010	23	1.0	23	all	specific	828.6086956521739	3.9643973217582134	23	1.0	1.00
OG0001011	23	1.0	23	all	specific	1304.0434782608695	50.03257917803208	23	1.0	1.00
OG0001012	23	1.0	23	all	specific	296.9130434782609	17.497609882689844	23	1.0	1.00
OG0001013	23	1.0	23	all	specific	302.7391304347826	16.60072651973361	23	1.0	1.00
OG0001014	23	1.0	23	all	specific	1034.8695652173913	23.43780733887968	23	1.0	1.00
OG0001015	23	1.0	23	all	specific	451.4347826086956	30.762521080262758	23	1.0	1.00
OG0001016	23	1.0	23	all	specific	471.95652173913044	7.098550132855148	23	1.0	1.00
OG0001017	23	1.0	23	all	specific	571.4347826086956	10.098756216814726	23	1.0	1.00
OG0001018	23	1.0	23	all	specific	196.1304347826087	6.326647218579158	23	1.0	1.00
OG0001019	23	1.0	23	all	specific	684.5652173913044	19.349926608009387	23	1.0	1.00
OG0001020	23	1.0	23	all	specific	1828.391304347826	42.22274179142839	23	1.0	1.00
OG0001021	23	1.0	23	all	specific	1026.1739130434783	31.631921375494752	23	1.0	1.00
OG0001022	23	1.0	23	all	specific	269.69565217391306	6.463508151008048	23	1.0	1.00
OG0001023	23	1.0	23	all	specific	192.3913043478261	9.613121152813832	23	1.0	1.00
OG0001024	23	1.0	23	all	specific	328.9130434782609	6.317078600238239	23	1.0	1.00
OG0001025	23	1.0	23	all	specific	336.0	0.0	23	1.0	1.00
OG0001026	23	1.0	23	all	specific	2466.391304347826	59.03480118093555	23	1.0	1.00
OG0001027	23	1.0	23	all	specific	590.9565217391304	33.26373957495454	23	1.0	1.00
OG0001028	23	1.0	23	all	specific	1118.695652173913	12.407693204686584	23	1.0	1.00
OG0001029	23	1.0	23	all	specific	434.04347826086956	28.977469900161143	23	1.0	1.00
OG0001030	23	1.0	23	all	specific	523.9565217391304	30.675692488366607	23	1.0	1.00
OG0001031	23	1.0	23	all	specific	273.4347826086956	5.123060285793197	23	1.0	1.00
OG0001032	23	1.0	23	all	specific	239.69565217391303	11.62992684790892	23	1.0	1.00
OG0001033	23	1.0	23	all	specific	346.5652173913044	17.51229651703531	23	1.0	1.00
OG0001034	23	1.0	23	all	specific	191.2608695652174	3.7903469074266716	23	1.0	1.00
OG0001035	23	1.0	23	all	specific	898.7391304347826	24.684473893882554	23	1.0	1.00
OG0001036	23	1.0	23	all	specific	345.39130434782606	29.392011825804676	23	1.0	1.00
OG0001037	23	1.0	23	all	specific	717.6521739130435	196.7316885452946	23	1.0	1.00
OG0001038	23	1.0	23	all	specific	299.2608695652174	75.57214657778546	23	1.0	1.00
OG0001039	23	1.0	23	all	specific	522.6521739130435	5.1381666130700046	23	1.0	1.00
OG0001040	23	1.0	23	all	specific	631.1739130434783	19.953537713818726	23	1.0	1.00
OG0001041	23	1.0	23	all	specific	512.2608695652174	34.23984126246263	23	1.0	1.00
OG0001042	23	1.0	23	all	specific	232.82608695652175	13.905432700967424	23	1.0	1.00
OG0001043	23	1.0	23	all	specific	683.3913043478261	12.825718491391266	23	1.0	1.00
OG0001044	23	1.0	23	all	specific	115.04347826086956	8.619887323330781	23	1.0	1.00
OG0001045	23	1.0	23	all	specific	89.52173913043478	1.015940995265037	23	1.0	1.00
OG0001046	23	1.0	23	all	specific	1262.3478260869565	10.474020430081007	23	1.0	1.00
OG0001047	23	1.0	23	all	specific	449.8695652173913	24.31193006096441	23	1.0	1.00
OG0001048	23	1.0	23	all	specific	594.0869565217391	3.242557276866797	23	1.0	1.00
OG0001049	23	1.0	23	all	specific	691.7391304347826	18.154451822706925	23	1.0	1.00
OG0001050	23	1.0	23	all	specific	878.9130434782609	210.4316295128489	23	1.0	1.00
OG0001051	23	1.0	23	all	specific	110.17391304347827	28.43704285658446	23	1.0	1.00
OG0001052	23	1.0	23	all	specific	431.30434782608694	34.10652721236381	23	1.0	1.00
OG0001053	23	1.0	23	all	specific	622.7391304347826	15.019458078871782	23	1.0	1.00
OG0001054	23	1.0	23	all	specific	1804.304347826087	56.808935903497726	23	1.0	1.00
OG0001055	23	1.0	23	all	specific	918.7391304347826	8.13589679354161	23	1.0	1.00
OG0001056	23	1.0	23	all	specific	353.5217391304348	1.861966356988162	23	1.0	1.00
OG0001057	23	1.0	23	all	specific	90.30434782608695	0.8040540003872578	23	1.0	1.00
OG0001058	23	1.0	23	all	specific	377.39130434782606	12.235867199539376	23	1.0	1.00
OG0001059	23	1.0	23	all	specific	2008.4782608695652	163.1488702848913	23	1.0	1.00
OG0001060	23	1.0	23	all	specific	593.9130434782609	35.54288657930605	23	1.0	1.00
OG0001061	23	1.0	23	all	specific	828.4782608695652	9.02590265372698	23	1.0	1.00
OG0001062	23	1.0	23	all	specific	807.2173913043479	12.870446503315533	23	1.0	1.00
OG0001063	23	1.0	23	all	specific	590.6521739130435	68.97170730319483	23	1.0	1.00
OG0001064	23	1.0	23	all	specific	506.17391304347825	19.778451546004707	23	1.0	1.00
OG0001065	23	1.0	23	all	specific	365.04347826086956	44.99321519950155	23	1.0	1.00
OG0001066	23	1.0	23	all	specific	1030.5217391304348	143.90905025328155	23	1.0	1.00
OG0001067	23	1.0	23	all	specific	368.2608695652174	144.6892374205173	23	1.0	1.00
OG0001068	23	1.0	23	all	specific	487.17391304347825	36.03458745960251	23	1.0	1.00
OG0001069	23	1.0	23	all	specific	480.9130434782609	11.282587752347153	23	1.0	1.00
OG0001070	23	1.0	23	all	specific	229.95652173913044	7.279980057722119	23	1.0	1.00
OG0001071	23	1.0	23	all	specific	1222.9130434782608	13.834151326017546	23	1.0	1.00
OG0001072	23	1.0	23	all	specific	247.7826086956522	15.606454968152374	23	1.0	1.00
OG0001073	23	1.0	23	all	specific	259.8695652173913	5.302209119800398	23	1.0	1.00
OG0001074	23	1.0	23	all	specific	185.08695652173913	25.673388427434656	23	1.0	1.00
OG0001075	23	1.0	23	all	specific	762.0869565217391	35.61254425239152	23	1.0	1.00
OG0001076	23	1.0	23	all	specific	187.56521739130434	17.618730366724776	23	1.0	1.00
OG0001077	23	1.0	23	all	specific	502.3478260869565	25.6118326859866	23	1.0	1.00
OG0001078	23	1.0	23	all	specific	546.4347826086956	35.7294496568143	23	1.0	1.00
OG0001079	23	1.0	23	all	specific	223.34782608695653	30.42540228114913	23	1.0	1.00
OG0001080	23	1.0	23	all	specific	588.5217391304348	2.551547956716732	23	1.0	1.00
OG0001081	23	1.0	23	all	specific	775.9130434782609	105.41426066527625	23	1.0	1.00
OG0001082	23	1.0	23	all	specific	232.2173913043478	5.710071359785045	23	1.0	1.00
OG0001083	23	1.0	23	all	specific	654.6521739130435	28.735084895816023	23	1.0	1.00
OG0001084	23	1.0	23	all	specific	227.0	0.0	23	1.0	1.00
OG0001085	23	1.0	23	all	specific	842.4347826086956	32.73188325584827	23	1.0	1.00
OG0001086	23	1.0	23	all	specific	531.2608695652174	3.02478732711758	23	1.0	1.00
OG0001087	23	1.0	23	all	specific	209.7826086956522	8.8855354943185	23	1.0	1.00
OG0001088	23	1.0	23	all	specific	182.82608695652175	11.293138254914464	23	1.0	1.00
OG0001089	23	1.0	23	all	specific	427.69565217391306	11.667251763166163	23	1.0	1.00
OG0001090	23	1.0	23	all	specific	70.0	0.0	23	1.0	1.00
OG0001091	23	1.0	23	all	specific	717.0869565217391	32.45319444781476	23	1.0	1.00
OG0001092	23	1.0	23	all	specific	564.9565217391304	35.00121520979766	23	1.0	1.00
OG0001093	23	1.0	23	all	specific	199.43478260869566	7.2100538920769575	23	1.0	1.00
OG0001094	23	1.0	23	all	specific	111.0	0.0	23	1.0	1.00
OG0001095	23	1.0	23	all	specific	121.73913043478261	1.1118879871777754	23	1.0	1.00
OG0001096	23	1.0	23	all	specific	1196.608695652174	53.947429426961	23	1.0	1.00
OG0001097	23	1.0	23	all	specific	1016.6521739130435	411.8562020789857	23	1.0	1.00
OG0001098	23	1.0	23	all	specific	1908.0434782608695	44.38613009064251	23	1.0	1.00
OG0001099	23	1.0	23	all	specific	443.60869565217394	10.119886278939935	23	1.0	1.00
OG0001100	23	1.0	23	all	specific	600.0434782608696	31.295892577933092	23	1.0	1.00
OG0001101	23	1.0	23	all	specific	671.4782608695652	38.616137159862824	23	1.0	1.00
OG0001102	23	1.0	23	all	specific	138.08695652173913	1.5297923552834065	23	1.0	1.00
OG0001103	23	1.0	23	all	specific	675.9130434782609	47.536633967900066	23	1.0	1.00
OG0001104	23	1.0	23	all	specific	313.39130434782606	32.55195062669862	23	1.0	1.00
OG0001105	23	1.0	23	all	specific	99.78260869565217	71.49761718239233	23	1.0	1.00
OG0001106	23	1.0	23	all	specific	885.1304347826087	1.917977826096763	23	1.0	1.00
OG0001107	23	1.0	23	all	specific	1877.9565217391305	16.964100870263767	23	1.0	1.00
OG0001108	23	1.0	23	all	specific	392.9130434782609	11.092155643705897	23	1.0	1.00
OG0001109	23	1.0	23	all	specific	688.8695652173913	15.801222703999802	23	1.0	1.00
OG0001110	23	1.0	23	all	specific	578.0869565217391	30.966901044542016	23	1.0	1.00
OG0001111	23	1.0	23	all	specific	385.17391304347825	14.857737477454645	23	1.0	1.00
OG0001112	23	1.0	23	all	specific	472.4347826086956	13.193628524723332	23	1.0	1.00
OG0001113	23	1.0	23	all	specific	1321.304347826087	42.7667432583134	23	1.0	1.00
OG0001114	23	1.0	23	all	specific	514.4782608695652	17.785850666525544	23	1.0	1.00
OG0001115	23	1.0	23	all	specific	1025.304347826087	32.5889215406611	23	1.0	1.00
OG0001116	23	1.0	23	all	specific	205.0	9.450097768070284	23	1.0	1.00
OG0001117	23	1.0	23	all	specific	487.5652173913044	18.148723962705482	23	1.0	1.00
OG0001118	23	1.0	23	all	specific	702.4347826086956	39.137245784053796	23	1.0	1.00
OG0001119	23	1.0	23	all	specific	830.0434782608696	24.076830393860917	23	1.0	1.00
OG0001120	23	1.0	23	all	specific	418.3478260869565	10.357138666690654	23	1.0	1.00
OG0001121	23	1.0	23	all	specific	204.08695652173913	4.500367554827542	23	1.0	1.00
OG0001122	23	1.0	23	all	specific	385.0	0.0	23	1.0	1.00
OG0001123	23	1.0	23	all	specific	1079.0	0.0	23	1.0	1.00
OG0001124	23	1.0	23	all	specific	1285.1304347826087	358.06196990341675	23	1.0	1.00
OG0001125	23	1.0	23	all	specific	2619.782608695652	29.54283039888554	23	1.0	1.00
OG0001126	23	1.0	23	all	specific	516.3913043478261	7.293470161338079	23	1.0	1.00
OG0001127	23	1.0	23	all	specific	395.04347826086956	1.398081320940307	23	1.0	1.00
OG0001128	23	1.0	23	all	specific	132.6086956521739	11.216211599577768	23	1.0	1.00
OG0001129	23	1.0	23	all	specific	897.0	6.460582824697986	23	1.0	1.00
OG0001130	23	1.0	23	all	specific	357.6521739130435	1.6314489599385842	23	1.0	1.00
OG0001131	23	1.0	23	all	specific	255.43478260869566	4.18928329406814	23	1.0	1.00
OG0001132	23	1.0	23	all	specific	2125.086956521739	364.0008257328759	23	1.0	1.00
OG0001133	23	1.0	23	all	specific	334.7826086956522	17.092984886354454	23	1.0	1.00
OG0001134	23	1.0	23	all	specific	1054.8695652173913	150.17216332909837	23	1.0	1.00
OG0001135	23	1.0	23	all	specific	399.6521739130435	10.58550565899952	23	1.0	1.00
OG0001136	23	1.0	23	all	specific	300.1304347826087	9.3961340238192	23	1.0	1.00
OG0001137	23	1.0	23	all	specific	110.08695652173913	11.412857141336008	23	1.0	1.00
OG0001138	23	1.0	23	all	specific	834.7826086956521	20.506534529561502	23	1.0	1.00
OG0001139	23	1.0	23	all	specific	140.82608695652175	9.149255963633914	23	1.0	1.00
OG0001140	23	1.0	23	all	specific	772.9565217391304	78.67571210264464	23	1.0	1.00
OG0001141	23	1.0	23	all	specific	285.0	10.603526894797582	23	1.0	1.00
OG0001142	23	1.0	23	all	specific	618.9565217391304	16.104221053121083	23	1.0	1.00
OG0001143	23	1.0	23	all	specific	236.34782608695653	9.110952299065186	23	1.0	1.00
OG0001144	23	1.0	23	all	specific	311.0	2.284160962880643	23	1.0	1.00
OG0001145	23	1.0	23	all	specific	539.1739130434783	1.403479338397302	23	1.0	1.00
OG0001146	23	1.0	23	all	specific	242.56521739130434	5.0288393246097085	23	1.0	1.00
OG0001147	23	1.0	23	all	specific	677.8695652173913	17.49361212066723	23	1.0	1.00
OG0001148	23	1.0	23	all	specific	330.6521739130435	15.75245652520425	23	1.0	1.00
OG0001149	23	1.0	23	all	specific	1004.6086956521739	178.73170058484547	23	1.0	1.00
OG0001150	23	1.0	23	all	specific	483.7826086956522	23.074466448660502	23	1.0	1.00
OG0001151	23	1.0	23	all	specific	96.30434782608695	3.604764752725935	23	1.0	1.00
OG0001152	23	1.0	23	all	specific	721.0434782608696	29.520042212868315	23	1.0	1.00
OG0001153	23	1.0	23	all	specific	486.7391304347826	73.51144092636154	23	1.0	1.00
OG0001154	23	1.0	23	all	specific	366.30434782608694	4.946977844306611	23	1.0	1.00
OG0001155	23	1.0	23	all	specific	1539.9130434782608	9.310643948580577	23	1.0	1.00
OG0001156	23	1.0	23	all	specific	607.1304347826087	31.93785316874563	23	1.0	1.00
OG0001157	23	1.0	23	all	specific	349.1304347826087	14.91221952344157	23	1.0	1.00
OG0001158	23	1.0	23	all	specific	579.6521739130435	21.08493939254143	23	1.0	1.00
OG0001159	23	1.0	23	all	specific	86.08695652173913	9.907893399043273	23	1.0	1.00
OG0001160	23	1.0	23	all	specific	268.5652173913044	9.384659484946335	23	1.0	1.00
OG0001161	23	1.0	23	all	specific	457.30434782608694	9.038250997643756	23	1.0	1.00
OG0001162	23	1.0	23	all	specific	697.0434782608696	44.428230606881286	23	1.0	1.00
OG0001163	23	1.0	23	all	specific	350.4782608695652	6.323658580678637	23	1.0	1.00
OG0001164	23	1.0	23	all	specific	593.0	6.386126266810904	23	1.0	1.00
OG0001165	23	1.0	23	all	specific	1150.8260869565217	16.196221174714324	23	1.0	1.00
OG0001166	23	1.0	23	all	specific	681.9565217391304	23.964608435501688	23	1.0	1.00
OG0001167	23	1.0	23	all	specific	592.9130434782609	17.136061755151633	23	1.0	1.00
OG0001168	23	1.0	23	all	specific	1214.9565217391305	22.689737693445323	23	1.0	1.00
OG0001169	23	1.0	23	all	specific	454.7391304347826	122.72635427660379	23	1.0	1.00
OG0001170	23	1.0	23	all	specific	230.52173913043478	6.755799860714793	23	1.0	1.00
OG0001171	23	1.0	23	all	specific	125.78260869565217	2.8735150681492705	23	1.0	1.00
OG0001172	23	1.0	23	all	specific	186.30434782608697	13.109687034398899	23	1.0	1.00
OG0001173	23	1.0	23	all	specific	642.4347826086956	17.420193397210586	23	1.0	1.00
OG0001174	23	1.0	23	all	specific	2112.4347826086955	13.672651493612513	23	1.0	1.00
OG0001175	23	1.0	23	all	specific	835.0434782608696	31.86585778304936	23	1.0	1.00
OG0001176	23	1.0	23	all	specific	407.60869565217394	4.807052160377481	23	1.0	1.00
OG0001177	23	1.0	23	all	specific	195.95652173913044	0.20393111999232302	23	1.0	1.00
OG0001178	23	1.0	23	all	specific	614.2173913043479	7.162441420894867	23	1.0	1.00
OG0001179	23	1.0	23	all	specific	2203.782608695652	26.694660794507907	23	1.0	1.00
OG0001180	23	1.0	23	all	specific	436.7391304347826	77.51645962173023	23	1.0	1.00
OG0001181	23	1.0	23	all	specific	236.04347826086956	3.182537419016539	23	1.0	1.00
OG0001182	23	1.0	23	all	specific	210.8695652173913	6.271428294610593	23	1.0	1.00
OG0001183	23	1.0	23	all	specific	408.0869565217391	3.9553271010588382	23	1.0	1.00
OG0001184	23	1.0	23	all	specific	250.65217391304347	24.204937864271262	23	1.0	1.00
OG0001185	23	1.0	23	all	specific	212.2173913043478	14.166575855003796	23	1.0	1.00
OG0001186	23	1.0	23	all	specific	1108.4347826086957	188.0316407432667	23	1.0	1.00
OG0001187	23	1.0	23	all	specific	1038.3478260869565	50.0526754665628	23	1.0	1.00
OG0001188	23	1.0	23	all	specific	416.2608695652174	11.233557612580295	23	1.0	1.00
OG0001189	23	1.0	23	all	specific	407.7391304347826	6.745158594225019	23	1.0	1.00
OG0001190	23	1.0	23	all	specific	479.7391304347826	80.45372279942883	23	1.0	1.00
OG0001191	23	1.0	23	all	specific	297.39130434782606	25.194442331308572	23	1.0	1.00
OG0001192	23	1.0	23	all	specific	235.8695652173913	4.76677219953591	23	1.0	1.00
OG0001193	23	1.0	23	all	specific	1265.6521739130435	163.80412711678386	23	1.0	1.00
OG0001194	23	1.0	23	all	specific	455.2608695652174	3.095823151116156	23	1.0	1.00
OG0001195	23	1.0	23	all	specific	1112.2173913043478	10.295446531436296	23	1.0	1.00
OG0001196	23	1.0	23	all	specific	332.17391304347825	5.783425898450966	23	1.0	1.00
OG0001197	23	1.0	23	all	specific	239.30434782608697	8.853566132938827	23	1.0	1.00
OG0001198	23	1.0	23	all	specific	563.6521739130435	13.687851470658124	23	1.0	1.00
OG0001199	23	1.0	23	all	specific	1366.5217391304348	65.43358369550222	23	1.0	1.00
OG0001200	23	1.0	23	all	specific	725.0	22.84160962880643	23	1.0	1.00
OG0001201	23	1.0	23	all	specific	1019.1739130434783	103.76966641218803	23	1.0	1.00
OG0001202	23	1.0	23	all	specific	316.4347826086956	1.2096024124559612	23	1.0	1.00
OG0001203	23	1.0	23	all	specific	232.7391304347826	56.376234116486515	23	1.0	1.00
OG0001204	23	1.0	23	all	specific	1011.2173913043479	130.9470375917847	23	1.0	1.00
OG0001205	23	1.0	23	all	specific	227.04347826086956	15.619047070162834	23	1.0	1.00
OG0001206	23	1.0	23	all	specific	196.04347826086956	4.2372905706314485	23	1.0	1.00
OG0001207	23	1.0	23	all	specific	642.695652173913	17.180461052194545	23	1.0	1.00
OG0001208	23	1.0	23	all	specific	1120.5217391304348	25.658068593172537	23	1.0	1.00
OG0001209	23	1.0	23	all	specific	138.65217391304347	4.769547382155232	23	1.0	1.00
OG0001210	23	1.0	23	all	specific	554.304347826087	50.87532483187289	23	1.0	1.00
OG0001211	23	1.0	23	all	specific	683.7826086956521	18.631335273250606	23	1.0	1.00
OG0001212	23	1.0	23	all	specific	337.9130434782609	7.347954719738481	23	1.0	1.00
OG0001213	23	1.0	23	all	specific	193.65217391304347	11.521657095688266	23	1.0	1.00
OG0001214	23	1.0	23	all	specific	177.6086956521739	11.285770688694997	23	1.0	1.00
OG0001215	23	1.0	23	all	specific	248.7826086956522	13.279459528483077	23	1.0	1.00
OG0001216	23	1.0	23	all	specific	224.2173913043478	7.823912741461993	23	1.0	1.00
OG0001217	23	1.0	23	all	specific	264.5652173913044	13.464368717201003	23	1.0	1.00
OG0001218	23	1.0	23	all	specific	460.1304347826087	68.28349112838717	23	1.0	1.00
OG0001219	23	1.0	23	all	specific	547.0869565217391	2.8116689068216956	23	1.0	1.00
OG0001220	23	1.0	23	all	specific	551.5217391304348	14.095542203792787	23	1.0	1.00
OG0001221	23	1.0	23	all	specific	1393.608695652174	45.5466689761218	23	1.0	1.00
OG0001222	23	1.0	23	all	specific	660.8260869565217	14.147214117867389	23	1.0	1.00
OG0001223	23	1.0	23	all	specific	223.04347826086956	2.2356452403795553	23	1.0	1.00
OG0001224	23	1.0	23	all	specific	476.0	19.851623523574567	23	1.0	1.00
OG0001225	23	1.0	23	all	specific	323.3478260869565	1.6314489599385844	23	1.0	1.00
OG0001226	23	1.0	23	all	specific	875.6086956521739	16.497006659799208	23	1.0	1.00
OG0001227	23	1.0	23	all	specific	593.6521739130435	10.712076466802495	23	1.0	1.00
