#cluster_id	cluster_protein_count	protein_median_count	TAXON_count	attribute	attribute_cluster_type	protein_span_mean	protein_span_sd	all_count	all_median	all_cov
OG0000141	36	2.0	13	all	specific	249.86111111111111	99.80707856709748	36	1.0	0.57
OG0000142	36	2.0	22	all	specific	157.55555555555554	69.3575456298914	36	2.0	0.96
OG0000143	36	2.0	19	all	specific	325.97222222222223	118.4172205267627	36	2.0	0.83
OG0000144	36	2.0	23	all	specific	340.6666666666667	145.16083034574677	36	2.0	1.00
OG0000145	35	1.5	20	all	specific	489.9428571428571	60.265101418479254	35	1.0	0.87
OG0000146	35	2.0	19	all	specific	242.31428571428572	35.72415863535601	35	2.0	0.83
OG0000147	35	2.0	21	all	specific	494.57142857142856	69.75437957137713	35	1.0	0.91
OG0000148	35	1.5	18	all	specific	403.7142857142857	60.9372377022089	35	1.0	0.78
OG0000149	35	2.5	14	all	specific	485.2	95.24038759145947	35	2.0	0.61
OG0000150	35	2.0	20	all	specific	386.42857142857144	27.322712388137784	35	2.0	0.87
OG0000151	35	1.0	23	all	specific	1472.9142857142858	254.76402206507785	35	1.0	1.00
OG0000152	35	2.0	18	all	specific	500.37142857142857	139.47536100161423	35	2.0	0.78
OG0000153	35	2.0	19	all	specific	430.14285714285717	34.4575456029531	35	2.0	0.83
OG0000154	35	2.0	13	all	specific	169.22857142857143	35.37722085045744	35	1.0	0.57
OG0000155	35	2.0	14	all	specific	547.4857142857143	14.375318984925771	35	2.0	0.61
OG0000156	35	2.0	20	all	specific	557.4285714285714	26.372372680825038	35	2.0	0.87
OG0000157	35	2.0	19	all	specific	206.77142857142857	38.72178103510493	35	2.0	0.83
OG0000158	35	2.0	23	all	specific	357.62857142857143	8.346378904430738	35	2.0	1.00
OG0000159	35	1.0	23	all	specific	552.1714285714286	29.510759020384135	35	1.0	1.00
OG0000160	35	2.0	21	all	specific	654.6	372.1348603473132	35	2.0	0.91
OG0000161	35	2.0	19	all	specific	397.3142857142857	69.7897951723895	35	2.0	0.83
OG0000162	35	2.0	22	all	specific	382.0857142857143	144.19240547240472	35	2.0	0.96
OG0000163	35	2.0	23	all	specific	247.68571428571428	43.00748866921496	35	2.0	1.00
OG0000164	34	3.0	13	all	specific	341.44117647058823	93.46977843650244	34	1.0	0.57
OG0000165	34	2.0	18	all	specific	142.23529411764707	12.075884630923614	34	2.0	0.78
OG0000166	34	2.0	19	all	specific	859.0588235294117	21.113058652756603	34	1.0	0.83
OG0000167	34	2.0	19	all	specific	285.2352941176471	39.48496275466174	34	2.0	0.83
OG0000168	34	2.0	16	all	specific	401.8235294117647	180.75763275532228	34	2.0	0.70
OG0000169	34	2.0	18	all	specific	396.5	100.72450779521455	34	2.0	0.78
OG0000170	34	1.0	23	all	specific	1363.9411764705883	553.9498247174544	34	1.0	1.00
OG0000171	34	2.0	20	all	specific	397.5882352941176	79.25169051715545	34	2.0	0.87
OG0000172	34	2.0	17	all	specific	278.97058823529414	13.498333871298264	34	1.0	0.74
OG0000173	34	2.0	19	all	specific	588.1470588235294	437.75632036643543	34	2.0	0.83
OG0000174	34	2.0	19	all	specific	463.02941176470586	200.09534275882496	34	1.0	0.83
OG0000175	34	2.0	15	all	specific	543.8529411764706	223.02296536362522	34	2.0	0.65
OG0000176	34	1.5	22	all	specific	195.6764705882353	34.27460094437562	34	1.0	0.96
OG0000177	34	2.0	16	all	specific	259.4117647058824	64.18040641406104	34	1.0	0.70
OG0000178	34	2.0	20	all	specific	309.7352941176471	106.96984424525759	34	2.0	0.87
OG0000179	34	2.0	20	all	specific	511.05882352941177	99.83484632027229	34	2.0	0.87
OG0000180	34	2.0	20	all	specific	514.8235294117648	76.25440029279517	34	2.0	0.87
OG0000181	34	3.0	14	all	specific	459.9117647058824	170.38371360429872	34	1.0	0.61
OG0000182	34	2.0	15	all	specific	556.6470588235294	231.18771114716958	34	1.0	0.65
OG0000183	34	2.0	21	all	specific	527.9705882352941	5.485195551866364	34	2.0	0.91
OG0000184	34	1.5	14	all	specific	395.3235294117647	197.05429538256638	34	1.0	0.61
OG0000185	33	2.0	14	all	specific	505.6363636363636	115.06409759987618	33	1.0	0.61
OG0000186	33	2.0	19	all	specific	502.24242424242425	136.07418438017223	33	2.0	0.83
OG0000187	33	3.0	11	all	specific	502.5151515151515	111.24750489871295	33	0.0	0.48
OG0000188	33	2.0	17	all	specific	418.54545454545456	86.07293979054815	33	1.0	0.74
OG0000189	33	1.5	20	all	specific	320.42424242424244	71.95412271677857	33	1.0	0.87
OG0000190	33	2.0	16	all	specific	187.66666666666666	37.668946029182905	33	1.0	0.70
OG0000191	33	2.0	18	all	specific	648.5151515151515	23.660632451550114	33	2.0	0.78
OG0000192	33	1.0	21	all	specific	130.72727272727272	51.70737754481446	33	1.0	0.91
OG0000193	33	2.0	19	all	specific	541.0909090909091	126.36415958034257	33	1.0	0.83
OG0000194	33	1.5	22	all	specific	230.0	90.74306050769408	33	1.0	0.96
OG0000195	33	2.0	19	all	specific	523.030303030303	18.67015905936829	33	2.0	0.83
OG0000196	33	1.0	23	all	specific	639.6666666666666	64.09636053898407	33	1.0	1.00
OG0000197	33	1.0	23	all	specific	349.3939393939394	93.64405185657839	33	1.0	1.00
OG0000198	33	2.0	18	all	specific	307.93939393939394	53.6830989677776	33	2.0	0.78
OG0000199	33	2.0	17	all	specific	743.030303030303	208.79125211683137	33	2.0	0.74
OG0000200	33	2.0	17	all	specific	346.75757575757575	94.79740128871016	33	2.0	0.74
OG0000201	33	1.5	18	all	specific	432.90909090909093	231.29770448314778	33	1.0	0.78
OG0000202	33	1.0	20	all	specific	335.42424242424244	45.388578394443044	33	1.0	0.87
OG0000203	33	2.0	17	all	specific	568.6666666666666	229.7075435321086	33	2.0	0.74
OG0000204	33	2.0	16	all	specific	408.6363636363636	130.07429536249498	33	1.0	0.70
OG0000205	33	2.0	15	all	specific	484.2121212121212	20.920857470922193	33	1.0	0.65
OG0000206	33	1.0	19	all	specific	135.21212121212122	21.319727065962308	33	1.0	0.83
OG0000207	32	2.0	19	all	specific	482.40625	98.24422991167216	32	1.0	0.83
OG0000208	32	2.5	14	all	specific	309.78125	65.39148184922483	32	1.0	0.61
OG0000209	32	2.0	19	all	specific	462.8125	90.2189827239811	32	1.0	0.83
OG0000210	32	1.0	23	all	specific	266.25	52.82222543589015	32	1.0	1.00
OG0000211	32	2.0	17	all	specific	458.21875	59.69701331253935	32	1.0	0.74
OG0000212	32	1.5	18	all	specific	577.6875	60.8134635072695	32	1.0	0.78
OG0000213	32	2.0	18	all	specific	141.28125	55.35805856817506	32	2.0	0.78
OG0000214	32	2.0	14	all	specific	455.4375	95.37719116093743	32	1.0	0.61
OG0000215	32	1.0	16	all	specific	368.8125	139.25099584473355	32	1.0	0.70
OG0000216	32	1.0	23	all	specific	498.4375	35.55535956434698	32	1.0	1.00
OG0000217	32	2.0	17	all	specific	296.21875	46.969893532320256	32	2.0	0.74
OG0000218	32	2.0	12	all	specific	969.53125	495.6179844632734	32	1.0	0.52
OG0000219	32	1.0	17	all	specific	479.34375	178.5134115015942	32	1.0	0.74
OG0000220	32	2.0	17	all	specific	487.34375	114.1530248654739	32	2.0	0.74
OG0000221	32	2.0	16	all	specific	466.5625	86.09658003515587	32	2.0	0.70
OG0000222	32	1.0	23	all	specific	512.0625	7.976283203974142	32	1.0	1.00
OG0000223	32	2.0	15	all	specific	780.84375	443.9883943707735	32	1.0	0.65
OG0000224	32	2.0	19	all	specific	572.90625	214.38536554750536	32	2.0	0.83
OG0000225	31	1.0	22	all	specific	509.4193548387097	212.53398577465484	31	1.0	0.96
OG0000226	31	2.0	20	all	specific	689.4193548387096	248.8126350636673	31	1.0	0.87
OG0000227	31	2.0	19	all	specific	415.93548387096774	84.50307705177062	31	2.0	0.83
OG0000228	31	2.0	19	all	specific	401.2903225806452	172.10203154287942	31	1.0	0.83
OG0000229	31	1.0	17	all	specific	465.258064516129	123.88000639066288	31	1.0	0.74
OG0000230	31	2.0	17	all	specific	572.8064516129032	22.117602615868318	31	1.0	0.74
OG0000231	31	1.0	23	all	specific	785.6129032258065	369.34228179810304	31	1.0	1.00
OG0000232	31	2.0	20	all	specific	447.258064516129	96.22787730407157	31	1.0	0.87
OG0000233	31	2.0	16	all	specific	210.3548387096774	44.455522090386296	31	1.0	0.70
OG0000234	31	2.0	20	all	specific	322.61290322580646	97.8687987511374	31	1.0	0.87
OG0000235	31	1.0	23	all	specific	835.3548387096774	372.5317521333646	31	1.0	1.00
OG0000236	31	2.0	16	all	specific	438.7096774193548	57.606111654024545	31	2.0	0.70
OG0000237	31	1.0	14	all	specific	186.67741935483872	52.25457973247598	31	1.0	0.61
OG0000238	31	2.0	17	all	specific	469.5806451612903	72.15027963353066	31	2.0	0.74
OG0000239	31	1.0	23	all	specific	760.7096774193549	481.63191631117365	31	1.0	1.00
OG0000240	31	2.0	17	all	specific	774.4193548387096	165.02409876674776	31	2.0	0.74
OG0000241	31	1.0	23	all	specific	474.3225806451613	91.0906627759024	31	1.0	1.00
OG0000242	31	1.0	23	all	specific	402.19354838709677	28.34968208826554	31	1.0	1.00
OG0000243	30	2.0	16	all	specific	546.0666666666667	76.17170661662298	30	2.0	0.70
OG0000244	30	1.0	19	all	specific	263.3333333333333	95.5466145687829	30	1.0	0.83
OG0000245	30	1.0	22	all	specific	652.3666666666667	38.92598389536509	30	1.0	0.96
OG0000246	30	1.0	19	all	specific	570.0666666666667	80.13527451891721	30	1.0	0.83
OG0000247	30	1.0	20	all	specific	562.0666666666667	85.93638474023805	30	1.0	0.87
OG0000248	30	2.0	18	all	specific	561.8333333333334	129.00027993079016	30	2.0	0.78
OG0000249	30	2.0	16	all	specific	278.46666666666664	40.04059051623601	30	1.0	0.70
OG0000250	30	2.0	17	all	specific	261.6333333333333	62.0835369124179	30	1.0	0.74
OG0000251	30	2.0	15	all	specific	498.53333333333336	72.99348524963642	30	1.0	0.65
OG0000252	30	2.0	19	all	specific	270.9	37.763606819264496	30	1.0	0.83
OG0000253	30	1.0	22	all	specific	304.06666666666666	22.65970481321904	30	1.0	0.96
OG0000254	30	1.0	23	all	specific	500.1333333333333	76.66582608234837	30	1.0	1.00
OG0000255	30	1.0	22	all	specific	624.7666666666667	243.13818887391773	30	1.0	0.96
OG0000256	30	2.0	17	all	specific	363.06666666666666	40.34099100859517	30	2.0	0.74
OG0000257	30	1.0	23	all	specific	602.6666666666666	94.81889169475788	30	1.0	1.00
OG0000258	30	2.0	17	all	specific	569.3	51.01316823461696	30	2.0	0.74
OG0000259	30	2.0	16	all	specific	540.4	90.71552605076303	30	2.0	0.70
OG0000260	30	2.0	18	all	specific	343.43333333333334	284.231324022451	30	2.0	0.78
OG0000261	30	2.0	19	all	specific	551.9	75.80428747768822	30	1.0	0.83
OG0000262	30	1.0	23	all	specific	530.2333333333333	130.31645670784977	30	1.0	1.00
OG0000263	30	1.0	22	all	specific	1046.8333333333333	220.31206402636138	30	1.0	0.96
OG0000264	30	2.0	19	all	specific	510.0	71.40914974053862	30	1.0	0.83
OG0000265	30	1.0	19	all	specific	539.2666666666667	46.5431221795683	30	1.0	0.83
OG0000266	30	2.0	17	all	specific	322.1666666666667	1.593389120362283	30	2.0	0.74
OG0000267	30	1.0	23	all	specific	766.6333333333333	216.4656221101992	30	1.0	1.00
OG0000268	30	1.0	23	all	specific	341.93333333333334	129.08186893940174	30	1.0	1.00
OG0000269	30	1.0	23	all	specific	420.0	81.95527235429498	30	1.0	1.00
OG0000270	30	1.5	20	all	specific	525.6666666666666	41.404776965412516	30	1.0	0.87
OG0000271	30	3.5	8	all	specific	730.6666666666666	225.1254958659478	30	0.0	0.35
OG0000272	30	1.0	17	all	specific	676.9666666666667	185.8677815605013	30	1.0	0.74
OG0000273	30	2.0	16	all	specific	404.1333333333333	142.46373417665126	30	1.0	0.70
OG0000274	29	1.0	23	all	specific	302.3448275862069	7.957975232297452	29	1.0	1.00
OG0000275	29	1.0	23	all	specific	3397.896551724138	1736.0604896665361	29	1.0	1.00
OG0000276	29	1.0	20	all	specific	536.2068965517242	49.274305614761175	29	1.0	0.87
OG0000277	29	1.0	23	all	specific	369.58620689655174	42.22723197292389	29	1.0	1.00
OG0000278	29	2.0	15	all	specific	567.4137931034483	114.92381801733416	29	1.0	0.65
OG0000279	29	1.0	23	all	specific	639.448275862069	237.99486899813857	29	1.0	1.00
OG0000280	29	2.0	15	all	specific	316.62068965517244	38.70437362179383	29	1.0	0.65
OG0000281	29	1.5	18	all	specific	434.44827586206895	106.78937897817644	29	1.0	0.78
OG0000282	29	1.5	14	all	specific	605.3448275862069	183.11787721575618	29	1.0	0.61
OG0000283	29	2.0	18	all	specific	357.41379310344826	79.46264237922263	29	1.0	0.78
OG0000284	29	2.0	16	all	specific	568.551724137931	162.47176650366197	29	2.0	0.70
OG0000285	29	2.0	19	all	specific	526.2413793103449	23.970751103007405	29	1.0	0.83
OG0000286	29	2.0	16	all	specific	531.551724137931	79.15919630148045	29	2.0	0.70
OG0000287	29	2.0	18	all	specific	296.13793103448273	25.60673960036226	29	1.0	0.78
OG0000288	29	1.0	21	all	specific	403.9310344827586	44.85373242800368	29	1.0	0.91
OG0000289	29	1.0	22	all	specific	510.7241379310345	290.6860964317688	29	1.0	0.96
OG0000290	29	1.0	23	all	specific	843.1379310344828	326.12275287159434	29	1.0	1.00
OG0000291	29	1.0	23	all	specific	605.3793103448276	12.192178932027806	29	1.0	1.00
OG0000292	29	1.0	23	all	specific	630.9310344827586	35.127286804423	29	1.0	1.00
OG0000293	29	1.0	19	all	specific	931.9655172413793	858.9731834262477	29	1.0	0.83
OG0000294	29	2.0	17	all	specific	472.48275862068965	103.59757043138882	29	1.0	0.74
OG0000295	29	2.0	17	all	specific	395.37931034482756	54.91398527547168	29	1.0	0.74
OG0000296	29	2.0	13	all	specific	338.86206896551727	79.3028782092498	29	1.0	0.57
OG0000297	29	2.0	15	all	specific	424.9655172413793	106.46336030203737	29	2.0	0.65
OG0000298	28	1.0	23	all	specific	1429.2142857142858	442.812226984923	28	1.0	1.00
OG0000299	28	1.0	18	all	specific	503.17857142857144	160.65114235764503	28	1.0	0.78
OG0000300	28	2.0	18	all	specific	431.2142857142857	82.39034146880894	28	1.0	0.78
OG0000301	28	1.5	18	all	specific	390.57142857142856	34.00990251952738	28	1.0	0.78
OG0000302	28	1.0	22	all	specific	443.25	175.2597307263871	28	1.0	0.96
OG0000303	28	2.0	15	all	specific	224.78571428571428	25.79362759461716	28	2.0	0.65
OG0000304	28	1.0	23	all	specific	511.57142857142856	208.9922125294605	28	1.0	1.00
OG0000305	28	2.0	17	all	specific	471.25	65.87359377734644	28	1.0	0.74
OG0000306	28	1.0	22	all	specific	283.14285714285717	24.18635135436378	28	1.0	0.96
OG0000307	28	1.0	23	all	specific	115.89285714285714	5.387414472070768	28	1.0	1.00
OG0000308	28	2.0	17	all	specific	191.39285714285714	7.247360532902828	28	1.0	0.74
OG0000309	28	2.0	13	all	specific	576.6428571428571	90.03420551804356	28	1.0	0.57
